character,comic,reality,identity,alignment,eye_color,hair_color,sex,lgbtq,lgbtq_note,alive,appearances,first_appear_date,first_appear_year
Hames,Marvel,Earth-616,,,,,Male,No,,Living,7,"1998, September 01",1998
Hamilton,Marvel,Earth-616,Public Identity,Neutral,,Brown,Male,No,,Living,3,"1988, February 01",1988
Hamilton Drew,DC,New Earth,Public Identity,Good,,Brown,Male,No,,Living,6,"2000, July",2000
Hamilton Slade (Rider),Marvel,Earth-616,Secret Identity,Good,Blue,Blond,Male,No,,Deceased,18,"1981, May 01",1981
Hamilton Slade (Vampire),Marvel,Earth-616,Secret Identity,Bad,Red,Red,Male,No,,Deceased,4,"2022, April 06",2006
Hamir (Giant),Marvel,Earth-616,,Bad,,Black,Male,No,,Living,1,"1983, January 01",1983
Hamir (Storm Giant),Marvel,Earth-616,,,,,Male,No,,Living,,,
Hamir the Hermit,Marvel,Earth-616,,,,,Male,No,,Living,19,"1963, August 01",1963
Hamish Carlyle,Marvel,Earth-616,,Good,,,Male,No,,Living,,"1996, April 01",1996
Hammer (Hydra),Marvel,Earth-616,Secret Identity,Bad,,Yellow,Male,No,,Living,12,"2022, June 05",2005
Hammer II,DC,New Earth,Secret Identity,Good,,,Male,No,,Living,3,"2010, December",2010
Hammerhand (Spaceknights),Marvel,Earth-616,,Good,,,Male,No,,Living,4,"1981, December 01",1981
Hammerhead (Joseph),Marvel,Earth-616,Secret Identity,Bad,Blue,Black,Male,No,,Living,116,"1972, October 01",1972
Hammeroon,DC,New Earth,Secret Identity,Good,Brown,Brown,Male,No,,Deceased,2,"1999, February",1999
Hammond Carter,DC,New Earth,,Bad,,,Male,No,,Living,1,"2008, March",2008
Hamza Halladah,Marvel,Earth-616,Public Identity,Bad,,,Male,No,,Deceased,2,"1992, November 01",1992
Han-T,DC,New Earth,Public Identity,Good,,Grey,Male,No,,Living,1,"1987, December",1987
"Han, Chang, Lin, Sun, and Ho Tao-Yu",Marvel,Earth-616,Secret Identity,Bad,Brown,Black,Male,No,,Living,25,"1980, August 01",1980
Hana,Marvel,Earth-616,No Dual Identity,Good,Blue,Blond,Female,No,,Living,4,"2022, July 03",2003
Hana Yanowa,Marvel,Earth-616,No Dual Identity,,Brown,Brown,Female,No,,Deceased,5,"2022, June 05",2005
Hand of Five,Marvel,Earth-616,Secret Identity,Bad,,No Hair,,No,,Living,3,"1979, October 01",1979
Handsaw (Power Tools),Marvel,Earth-616,Secret Identity,Bad,,Red,Female,No,,Living,1,"1990, February 01",1990
Hangnam Hannah,Marvel,Earth-616,Public Identity,Bad,,Black,Female,No,,Living,1,"1954, August 01",1954
Hank,Marvel,Earth-616,Public Identity,Neutral,,Blond,Male,No,,Living,1,"1988, January 01",1988
Hank Bradley,Marvel,Earth-616,Secret Identity,Bad,Blue,Brown,Male,No,,Living,1,"1998, July 01",1998
Hank Joern,Marvel,Earth-616,,Bad,,,Male,No,,Living,,"1985, September 01",1985
Hank Jurgens,Marvel,Earth-616,,,Black,Black,Male,No,,Living,1,"1983, February 01",1983
Hank Kelly,Marvel,Earth-616,Public Identity,Good,,Red,,No,,Living,49,"1951, November 01",1951
Hank Zlotty,Marvel,Earth-616,No Dual Identity,Neutral,Brown,Brown,Male,No,,Living,1,"2022, June 02",2002
Hanna Levy,Marvel,Earth-616,Public Identity,Good,Blue,Black,Female,No,,Living,9,"2022, August 04",2004
Hanna Verschlagen,Marvel,Earth-616,,Bad,,,Female,No,,Deceased,2,"1995, January 01",1995
Hannah Conover,Marvel,Earth-616,Public Identity,Good,,Blond,Female,No,,Living,4,"1988, September 01",1988
Hannah Donleavy,Marvel,Earth-616,Public Identity,,Blue,Blond,Female,No,,Living,4,"1999, January 01",1999
Hannah Fairmont,Marvel,Earth-616,Public Identity,Good,,Brown,Female,No,,Living,27,"1998, July 01",1998
Hannibal Bates,DC,New Earth,Secret Identity,Bad,,,Male,No,,Deceased,26,"2006, July",2006
Hannibal Hawk,DC,New Earth,Public Identity,Good,,Black,Male,No,,Living,1,1997,1997
Hannibal Hawkes,DC,New Earth,Secret Identity,Good,Black,Black,Male,No,,Living,82,"1948, October",1948
Hannibal King,Marvel,Earth-616,No Dual Identity,Good,Brown,Brown,Male,No,,Living,75,"1974, October 01",1974
Hannibal Martin,DC,New Earth,,Good,Brown,Brown,Male,No,,Living,7,"1993, June",1993
Hannu,DC,New Earth,Public Identity,Good,White,,Male,No,,Living,68,"1994, February",1994
Hans (DermaFree),Marvel,Earth-616,No Dual Identity,Bad,,Black,Male,No,,Deceased,3,"2022, July 04",2004
Hans (Sinister),Marvel,Earth-616,Secret Identity,,Red,Blond,Male,No,,Living,3,"2022, September 04",2004
Hans Bruder,Marvel,Earth-616,No Dual Identity,,Black,Black,Male,No,,Living,5,"2022, October 09",2009
Hans Feldstadt,Marvel,Earth-616,Public Identity,Bad,,Brown,Male,No,,Living,1,"1979, February 01",1979
Hans Gerlicht,DC,New Earth,,Bad,,,Male,No,,Living,5,"2010, January",2010
Hans Grentoff,Marvel,Earth-616,Secret Identity,Bad,,Blond,Male,No,,Living,1,"1942, March 01",1942
Hans Groitzig,Marvel,Earth-616,Public Identity,Bad,,Black,Male,No,,Living,1,"1943, December 01",1943
Hans Jorgenson,Marvel,Earth-616,Public Identity,,,,Male,No,,Living,5,,
Hans Klaus,Marvel,Earth-616,Public Identity,Good,,Blond,Male,No,,Deceased,3,"1970, April 01",1970
Hans Knoblach,Marvel,Earth-616,Secret Identity,Neutral,Blue,Brown,Male,No,,Deceased,1,"2022, July 01",2001
Hans Knutte,Marvel,Earth-616,Secret Identity,Bad,,Brown,Male,No,,Living,1,"1942, August 01",1942
Hans Leckter,DC,New Earth,Secret Identity,Bad,Blue,Blond,Male,No,,Deceased,16,"1990, June",1990
Hans Metis,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,1,"1981, June",1981
Hans Middlestadt,Marvel,Earth-616,Secret Identity,Good,,Blond,Male,No,,Living,8,"1993, March 01",1993
Hans Rooten,Marvel,Earth-616,,Good,,,Male,No,,Living,9,"1965, February 01",1965
Hans Stryker,Marvel,Earth-616,Public Identity,Bad,Blue,Blond,Male,No,,Living,1,"1982, November 01",1982
Hans Thysenn,Marvel,Earth-616,Public Identity,Bad,,Brown,Male,No,,Deceased,1,"1944, March 01",1944
Hans von Hammer,DC,New Earth,Public Identity,Good,Blue,Red,Male,No,,Living,106,"1965, February",1965
Hanuman,DC,New Earth,Public Identity,Neutral,Brown,Brown,Male,No,,Living,2,"1999, October",1999
Haokah,Marvel,Earth-616,,,White,Brown,Male,No,,Living,2,"2022, May 03",2003
Happy Hicks,Marvel,Earth-616,Public Identity,Good,,Black,Male,No,,Living,7,"1951, March 01",1951
Harald Jaekelsson,Marvel,Earth-616,Public Identity,Bad,Brown,Black,Male,No,,Living,7,"2022, September 03",2003
Harbin Zemo,Marvel,Earth-616,Public Identity,Bad,Blue,Blond,Male,No,,Deceased,3,,
Hard Head,DC,New Earth,,Good,,Black,Male,No,,Living,,"1967, April",1967
Hard-Drive,Marvel,Earth-616,,Bad,,Black,Male,No,,Deceased,13,"1991, April 01",1991
Hardaway (Cyborg),Marvel,Earth-616,,Bad,,,Male,No,,Living,1,"1993, October 01",1993
Hardball (Imperial Guard),Marvel,Earth-616,Secret Identity,Neutral,Black,No Hair,Male,No,,Living,4,"1992, March 01",1992
Hardcore,Marvel,Earth-616,Secret Identity,Bad,,Brown,Male,No,,Living,12,"1992, April 01",1992
Hardhat,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,15,"1984, May",1984
Hardknox,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,1,"1993, December",1993
Hardol,Marvel,Earth-616,,Good,,,Male,No,,Living,1,"1964, December 01",1964
Hardsell,DC,New Earth,Secret Identity,Bad,Brown,Black,Male,No,,Living,2,"1994, October",1994
Hardwire,DC,New Earth,Secret Identity,Bad,,Brown,Male,No,,Living,,"1996, January",1996
Hardwire (Robot),Marvel,Earth-616,,,,,,No,,Living,1,"2000, September 01",2000
Harek Korgon,Marvel,Earth-616,,,Red,Blond,Male,No,,Living,3,"1980, November 01",1980
Hargen,Marvel,Earth-616,Secret Identity,Neutral,,No Hair,Male,No,,Living,12,"1977, March 01",1977
Hargood Wilbur Todd Wickham,Marvel,Earth-616,,Bad,,Red,Male,No,,Living,7,"1974, February 01",1974
Harith Damyish,Marvel,Earth-616,Public Identity,Bad,Grey,Brown,Male,No,,Living,2,"1996, December 01",1996
Harkonin,Marvel,Earth-616,,Good,,,Male,No,,Living,1,"1989, December 01",1989
Harkort,Marvel,Earth-616,,Good,,,,No,,Living,3,"1995, February 01",1995
Harlan Brooks,DC,New Earth,Public Identity,Neutral,,,Male,No,,Living,3,"1988, June",1988
Harlan Combs,DC,New Earth,Secret Identity,Bad,,Brown,Male,No,,Living,3,"2003, March",2003
Harlan Kleinstock,Marvel,Earth-616,Secret Identity,Bad,,Brown,Male,No,,Living,24,"1993, March 01",1993
Harlan Krueger,Marvel,Earth-616,Secret Identity,Bad,Blue,Bald,Male,No,,Deceased,14,"1973, November 01",1973
Harlan Ryker,Marvel,Earth-616,,Bad,Brown,Brown,Male,No,,Living,7,"1990, November 01",1990
Harlan Stillwell,Marvel,Earth-616,No Dual Identity,Neutral,,,Male,No,,Deceased,2,"1976, November 01",1976
Harlan Stone,Marvel,Earth-616,Public Identity,Good,,Brown,Male,No,,Living,2,"2022, December 05",2005
Harlan Vargas,Marvel,Earth-616,Secret Identity,,,Auburn,Male,No,,Living,16,"1970, January 01",1970
Harleen Quinzel,DC,New Earth,Public Identity,Bad,Blue,Blond,Female,No,,Living,153,"1999, October",1999
Harlequin III,DC,New Earth,Secret Identity,Bad,,White,Female,No,,Living,3,"1993, June",1993
Harley Cooper,Marvel,Earth-616,Secret Identity,Good,,Blond,Female,No,,Living,1,"2022, January 07",2007
Harley Davis,Marvel,Earth-616,Secret Identity,Good,Violet,Silver,Female,No,,Living,30,"1992, June 01",1992
Harley Traynor,Marvel,Earth-616,Public Identity,Bad,Brown,Black,Male,No,,Living,3,"1999, December 01",1999
Harmon,DC,New Earth,Public Identity,Bad,,,Male,No,,Living,2,"1989, November",1989
Harmon Furmintz,Marvel,Earth-616,Public Identity,Good,Blue,White,Male,No,,Deceased,7,"1990, August 01",1990
Harmonia,Marvel,Earth-616,,Good,,,Female,No,,Living,,,
Harmonia,DC,New Earth,Public Identity,Bad,Blue,Blond,Female,No,,Living,14,"1987, February",1987
Harmony (Mutant),Marvel,Earth-616,Secret Identity,Good,,No Hair,Female,No,,Living,3,"2022, August 01",2001
Harmony Killdragon,Marvel,Earth-616,No Dual Identity,Bad,,Black,Female,No,,Living,1,"1977, January 01",1977
Harmony Whyte,Marvel,Earth-616,Public Identity,Neutral,,Blond,Female,No,,Living,10,"1977, September 01",1977
Harmony Young,Marvel,Earth-616,Public Identity,Good,,,Female,No,,Living,28,"1978, April 01",1978
Harokin,Marvel,Earth-616,,Bad,,Blond,Male,No,,Living,25,"1966, June 01",1966
Harold (Watchdogs),Marvel,Earth-616,Secret Identity,Bad,,Black,Male,No,,Living,1,"1987, November 01",1987
Harold Allnut,DC,New Earth,Public Identity,Good,,Blond,Male,No,,Deceased,42,"1989, December",1989
Harold Barton,Marvel,Earth-616,Public Identity,Neutral,,,Male,No,,Living,2,,
Harold Becker,Marvel,Earth-616,Public Identity,Good,,,Male,No,,Living,2,"1981, December 01",1981
Harold Bough,Marvel,Earth-616,Public Identity,Good,,White,Male,No,,Living,,"1948, May 01",1948
Harold Carew,DC,New Earth,Public Identity,Neutral,Blue,Blond,Male,No,,Living,13,"1982, July",1982
Harold Christos,DC,New Earth,,Good,,Brown,,No,,Deceased,4,"1971, February",1971
Harold Hadley,DC,New Earth,Secret Identity,Bad,,,Male,No,,Deceased,7,"1987, March",1987
Harold Halston,DC,New Earth,,Good,,Blond,Male,No,,Deceased,1,"1987, June",1987
Harold Harold,Marvel,Earth-616,No Dual Identity,,Brown,Brown,Male,No,,Deceased,36,"1975, October 01",1975
Harold Hogan,Marvel,Earth-20051,Public Identity,Good,,,Male,No,,Living,1,"2022, July 08",2008
Harold Hogan,Marvel,Earth-616,No Dual Identity,Good,Brown,Brown,Male,No,,Deceased,166,"1963, September 01",1963
Harold Hogan (Heroes Reborn),Marvel,Earth-616,,Good,,,Male,No,,Living,4,"1996, November 01",1996
Harold Jordan,DC,New Earth,Secret Identity,,Brown,Brown,Male,No,,Deceased,48,"1978, January",1978
Harold Kane,Marvel,Earth-616,,Bad,Blue,Brown,Male,No,,Living,5,"1964, July 01",1964
Harold Kramer,DC,Earth-One,Public Identity,Bad,Red,Brown,Male,No,,Living,1,"1981, March",1981
Harold Lewis,DC,New Earth,,Bad,,,Male,No,,Deceased,,"1999, May",1999
Harold Marks,Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Living,1,"1993, July 01",1993
Harold McGee,Marvel,Earth-616,Public Identity,,,Red,Male,No,,Deceased,2,"1990, July 01",1990
Harold Meachum,Marvel,Earth-616,,Bad,,Grey,Male,No,,Deceased,19,"1974, May 01",1974
Harold Melrose,DC,New Earth,Public Identity,Bad,,Black,Male,No,,Deceased,12,"1988, October",1988
Harold Osborn,Marvel,Earth-616,No Dual Identity,Good,Blue,Brown,Male,No,,Living,474,"1965, December 01",1965
Harold Paprika,Marvel,Earth-616,,Bad,Brown,Brown,Male,No,,Living,1,"1976, June 01",1976
Harold Ross,DC,New Earth,,Bad,,Brown,Male,No,,Living,6,"1994, October",1994
Harold Schmidt,Marvel,Earth-616,Public Identity,Good,,White,Male,No,,Living,1,"1940, September 01",1940
Harold Shapiro,DC,New Earth,Public Identity,Good,Blue,Red,Male,No,,Living,40,"1961, December",1961
Harold Thompson,DC,New Earth,Secret Identity,,Blue,Blond,Male,No,,Living,86,"1938, June",1938
Harold Windom,Marvel,Earth-616,,Bad,,,Male,No,,Living,1,"1976, July 01",1976
Harold Winer,DC,New Earth,Public Identity,Bad,,Black,Male,No,,Living,5,"2010, June",2010
Haroun ibn Sallah al-Rashid,Marvel,Earth-616,Secret Identity,Neutral,Black,Black,Male,No,,Deceased,35,"1984, June 01",1984
Harpagus,Marvel,Earth-616,Public Identity,,Black,Black,Male,No,,Deceased,3,"1998, March 01",1998
Harper,Marvel,Earth-616,Secret Identity,Bad,,White,Male,No,,Living,8,"1996, June 01",1996
Harper Simmons,Marvel,Earth-616,Public Identity,Good,Blue,Brown,Male,No,,Living,10,"2022, July 11",2011
Harpy,Marvel,Earth-616,,Bad,,Yellow,Female,No,,Living,1,"1985, December 01",1985
Harrald,Marvel,Earth-616,Public Identity,Good,,Black,Male,No,,Living,1,"2022, September 09",2009
Harran,Marvel,Earth-616,Public Identity,Good,Blue,,Male,No,,Living,1,"1993, May 01",1993
Harrier,DC,New Earth,Public Identity,Bad,,,Male,No,,Living,7,"1999, January",1999
Harrier (Cult of the Jackal),Marvel,Earth-616,,Bad,,,Male,No,,Living,1,"1995, November 01",1995
Harriet Best,Marvel,Earth-616,,Good,,Brown,Female,No,,Living,1,"2022, September 06",2006
Harriet Homerstone,Marvel,Earth-616,Public Identity,Good,,Black,Female,No,,Living,3,"1993, October 01",1993
Harriet Munroe,Marvel,Earth-616,,Good,Brown,Grey,Female,No,,Living,4,"2022, July 06",2006
Harriet Pratt,DC,New Earth,,Bad,,,Female,No,,Living,1,"2008, April",2008
Harrington Byrd,Marvel,Earth-616,Public Identity,Good,Blue,Red,Male,No,,Living,38,"1963, October 01",1963
Harris,Marvel,Earth-616,No Dual Identity,Neutral,,,Male,No,,Living,2,"1939, October 01",1939
Harris (NYPD),Marvel,Earth-616,Public Identity,,,,Male,No,,Living,2,"1969, May 01",1969
Harris Blaine,DC,New Earth,,Good,Brown,Black,Male,No,,Deceased,2,"1972, June",1972
Harris D. Ledbetter,DC,New Earth,Public Identity,Good,,Blond,Male,No,,Deceased,2,"2005, April",2005
Harris Hobbs,Marvel,Earth-616,,Good,,,Male,No,,Living,16,"1965, March 01",1965
Harris Moore,Marvel,Earth-616,Secret Identity,Good,Blue,Grey,Male,No,,Deceased,14,"1978, September 01",1978
Harrison,Marvel,Earth-616,No Dual Identity,Good,,,Agender,No,,Living,4,,
Harrison J. Merriwell,Marvel,Earth-616,Public Identity,,,,Male,No,,Living,2,"1975, February 01",1975
Harrison Klein,Marvel,Earth-616,Secret Identity,Bad,,Black,Male,No,,Deceased,,"1943, September 01",1943
Harrison Snow,Marvel,Earth-616,No Dual Identity,Good,Blue,Black,Male,No,,Living,11,,
Harrison Stavrou,Marvel,Earth-616,,,Blue,Blond,Male,No,,Deceased,2,"2022, September 01",2001
Harrison Thompson,Marvel,Earth-616,Public Identity,Neutral,Blue,Blond,Male,No,,Deceased,15,"1976, December 01",1976
Harrow,Marvel,Earth-616,Secret Identity,Bad,Red,No Hair,,No,,Deceased,4,"2022, July 08",2008
Harrow,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,2,"1983, August",1983
Harry (Stark Enterprises),Marvel,Earth-616,,,,,Male,No,,Living,2,"1967, November 01",1967
Harry Bailey,DC,New Earth,Public Identity,Neutral,,Brown,Male,No,,Living,15,"2008, July",2008
Harry Bright,Marvel,Earth-616,Public Identity,,,,Male,No,,Living,,"1988, March 01",1988
Harry Chawney,DC,Dakotaverse,Secret Identity,Good,White,Grey,Male,No,,Living,32,"1994, January",1994
Harry Delgado,Marvel,Earth-616,,,,,Male,No,,Living,1,"1991, October 01",1991
Harry Dolenz,Marvel,Earth-616,Public Identity,Bad,,Brown,Male,No,,Deceased,1,"1980, July 01",1980
Harry Givens,Marvel,Earth-616,Public Identity,Good,,Black,Male,No,,Living,11,"2022, August 07",2007
Harry Hokum,DC,New Earth,Secret Identity,Bad,Blue,Grey,Male,No,,Living,16,"1983, June",1983
Harry Kenkoy,Marvel,Earth-616,,Bad,Brown,Black,Male,No,,Deceased,1,"1993, August 01",1993
Harry Kent,DC,New Earth,,,,Brown,Male,No,,Deceased,1,"1993, June",1993
Harry Key,Marvel,Earth-616,Public Identity,Bad,,Red,Male,No,,Living,10,"1976, July 01",1976
Harry Leland,Marvel,Earth-616,Secret Identity,Bad,Green,Red,Male,No,,Deceased,29,"1980, April 01",1980
Harry Lennox,Marvel,Earth-616,Public Identity,,,,Male,No,,Living,10,"1991, June 01",1991
Harry Malone,Marvel,Earth-616,Secret Identity,,,Brown,Male,No,,Living,3,"1989, March 01",1989
Harry Manners,Marvel,Earth-616,Secret Identity,Neutral,,,Male,No,,Deceased,2,"1998, January 01",1998
Harry Matthews,DC,New Earth,Public Identity,Good,,Brown,Male,No,,Living,43,"1972, September",1972
Harry Moron,Marvel,Earth-616,Secret Identity,Good,Blue,Blond,Male,No,,Living,1,,
Harry Morrel,Marvel,Earth-616,Public Identity,Neutral,,Brown,Male,No,,Living,7,"1985, January 01",1985
Harry Osgood,Marvel,Earth-616,Public Identity,Good,Blue,Grey,Male,No,,Living,25,"1981, April 01",1981
Harry Pace,Marvel,Earth-616,Public Identity,Neutral,,Brown,Male,No,,Living,2,"1973, February 01",1973
Harry Palmer,Marvel,Earth-616,,Bad,,Blond,Male,No,,Deceased,3,"1988, August 01",1988
Harry Phillips,Marvel,Earth-616,,Bad,,,Male,No,,Living,5,"1964, February 01",1964
Harry Pizer,Marvel,Earth-616,Secret Identity,,,,Male,No,,Deceased,1,"1995, July 01",1995
Harry Ronalds,Marvel,Earth-616,,Bad,,Black,Male,No,,Deceased,1,"1993, May 01",1993
Harry S. Truman,Marvel,Earth-616,Public Identity,Neutral,,White,Male,No,,Deceased,1,"1949, January 01",1949
Harry S. Truman,DC,New Earth,,Good,,White,Male,No,,Living,9,1984,1984
Harry Sikes,Marvel,Earth-616,Secret Identity,Neutral,Brown,Brown,Male,No,,Living,9,"1953, May 01",1953
Harry Snedly,Marvel,Earth-616,Secret Identity,Bad,,Brown,Male,No,,Deceased,1,"1951, February 01",1951
Harry Stein,DC,New Earth,Public Identity,Good,Brown,Brown,Male,No,,Living,68,"1985, November",1985
Harry Tabeshaw,Marvel,Earth-616,Public Identity,Good,,Black,Male,No,,Living,4,"1991, November 01",1991
Harry Ulmann,Marvel,Earth-616,Public Identity,Bad,,,Male,No,,Living,,"1992, June 01",1992
Hartley Rathaway,DC,New Earth,Secret Identity,Good,Blue,Red,Male,Yes,Homosexual,Living,160,"1959, May",1959
Hartwig Zemo,Marvel,Earth-616,Public Identity,Neutral,,,Male,No,,Deceased,,"2022, May 07",2007
Haruo Tsuburaya,Marvel,Earth-616,Secret Identity,,,Black,Male,No,,Deceased,8,"1990, September 01",1990
Harv,Marvel,Earth-616,Public Identity,,,Grey,Male,No,,Living,1,"1980, October 01",1980
Harvest (Maurd),Marvel,Earth-616,Secret Identity,Bad,Red,Bald,Male,No,,Deceased,4,"1994, January 01",1994
Harvest I,DC,New Earth,Secret Identity,Bad,,Black,Female,No,,Living,2,"2005, February",2005
Harvest II,DC,New Earth,,Bad,,,,No,,Living,1,"2006, November",2006
Harvester,Marvel,Earth-616,Secret Identity,Bad,Variable Eye Color,No Hair,Male,No,,Living,2,"2022, May 01",2001
Harvester (Assassin),Marvel,Earth-616,Secret Identity,Bad,,,Male,No,,Deceased,4,"2022, May 12",2012
Harvester (Q7 Strike Force),Marvel,Earth-616,Secret Identity,Bad,,No Hair,Male,No,,Living,5,"1992, August 01",1992
Harvey Bullock,DC,New Earth,Public Identity,Good,Brown,Black,Male,No,,Living,413,"1974, July",1974
Harvey Dent,DC,New Earth,Public Identity,Bad,Blue,Brown,Male,No,,Living,306,"1942, August",1942
Harvey Elder,Marvel,Earth-616,Secret Identity,Bad,Brown,Grey,Male,No,,Living,164,"1961, November 01",1961
Harvey Elder (Heroes Reborn),Marvel,Earth-616,,Bad,,Black,Male,No,,Living,3,"1996, November 01",1996
Harvey Farber,Marvel,Earth-616,Public Identity,Neutral,,Blond,Male,No,,Living,1,"1980, July 01",1980
Harvey Glass,Marvel,Earth-616,Public Identity,Bad,,Brown,Male,No,,Living,1,"1992, February 01",1992
Harvey Jessup,Marvel,Earth-616,,Bad,,Grey,Male,No,,Living,2,"1986, August 01",1986
Harvey Lockman,DC,New Earth,,Good,,Brown,Male,No,,Living,12,"1971, March",1971
Harvey Mayberry,Marvel,Earth-616,Public Identity,Neutral,,,Male,No,,Deceased,,"1952, February 01",1952
Harvey Schlemerman,Marvel,Earth-616,Secret Identity,Bad,Blue,Bald,Male,No,,Living,28,"1960, May 01",1960
Harvid,DC,New Earth,,Good,Yellow,White,Male,No,,Living,7,"1983, February",1983
Hashi Noto,Marvel,Earth-616,Secret Identity,,,Black,Male,No,,Living,6,"1992, May 01",1992
Hassan the Mummy,DC,New Earth,,Good,,,Male,No,,Living,4,"2007, August",2007
Hatap,Marvel,Earth-616,Public Identity,Bad,Brown,Black,Male,No,,Deceased,3,"1963, August 01",1963
Hatchet,DC,New Earth,Secret Identity,Bad,,,Male,No,,Living,8,"1996, July",1996
Hatchet Haines,Marvel,Earth-616,Public Identity,Bad,,Brown,Male,No,,Deceased,1,"1953, November 01",1953
Hate-Monger (National Force),Marvel,Earth-616,Secret Identity,Bad,Brown,Bald,Male,No,,Deceased,6,"2022, June 07",2007
